coauthor	join_id	all_viafs	localid	set	id	name.norm	name.alts	profession	hobbies	societal_activity	birthdate	birthplace	deathdate	deathplace	birthplace1	birthplace2	birth_county	birth_parish	birth_area	birth_village	birth_lat	birth_lon	birth_level_used	domicile_places	domicile_years_in_place_after_20	domicile_prop_in_plac	domicile_koht	domicile_linn	domicile_kyla	domicile_lat2	domicile_lon2	domicile_raw	edu_raw	edu_max_school	edu_max_school_level	edu_max_school_name	edu_years_in_school	edu_higher_raw	edu_higher_degree	family_parents	family_siblings	family_marriage	family_kids
$aVallot, Edmond,$cpseud.,$d1914-2005	ISIK4046	http://viaf.org/viaf/43497541	3373	ISIK	4046	Valtman, Edmund	""	illustraator, karikaturist	""	""	1914-05-31	Tallinn	""	""	Tallinn	""	""	""	""	Tallinn	59.43696	24.75353	1	""			""					""	""		""	""		""	""	""	""	""	""
$aTülk, Jakob,$d1830-1918	ISIK4047	http://viaf.org/viaf/8149542627200301034	3374	ISIK	4047	Tülk, Karl Jakob	Tilk, Karl Jakob	koolikirjanik, maamõõtja	""	""	1830-09-25	Uulu mõis, Pärnumaa	1918-05-17	Tartu	Uulu mõis, Pärnumaa	Pä Uulu ms aidam p.	Pärnumaa	""	""	Uulu ms	58.46667	24.56667	6	Uulu	17	0.587301587301587	""					""	""	5	ülik	Pariisi ülik	6	""	""	""	""	""	""
$aVaarandi, Anton,$d1901-1979	ISIK4056	http://viaf.org/viaf/43234758	3384	ISIK	4056	Vaarandi, Anton	Vahtmann, Anton~kuni 1940	ajakirjanik	""	""	1901-00-00	""	1979-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVaas, Theodor,$d1902-1973	ISIK4058	http://viaf.org/viaf/58152380100901762889	3386	ISIK	4058	Vaas, T.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVaga, Alfred,$d1895-1980	ISIK4064	""	3392	ISIK	4064	Vaga, Alfred	Waga, Alfred	kunstiteadlane	""	""	1895-05-11	Tallinn	1980-04-24	Buenos Aires	Tallinn	""	""	""	""	Tallinn	59.43696	24.75353	1	""			""					""	""		""	""		""	""	""	""	""	""
$aVaga, August,$d1893-1960	ISIK4065	http://viaf.org/viaf/221521329	3393	ISIK	4065	Vaga, August	""	botaanik, loodusteadlane, õpetaja	""	""	1893-03-15	Peningi m. Kehra Harjumaa	1960-12-11	Tartu	Peningi m. Kehra Harjumaa	""	""	""	""	Peningi m.	59.33556	25.15806	3	""			""					""	""		""	""		""	""	""	""	""	""
$aVaharo, Rudolf,$d1897-1942	ISIK4069	""	3397	ISIK	4069	Vaharo, Rudolf	Freudenstein, Rudolf~kuni 1935	""	""	""	1897-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVaher, Artemi,$d1915-1963	ISIK4071	http://viaf.org/viaf/26152380098101762859	3400	ISIK	4071	Vaher, A.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVaher, Gregor,$d1912-1957	ISIK4074	""	3402	ISIK	4074	Vaher, Gregor	Vaher, Gregori	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVaher, Villem,$d1873-1944	ISIK4078	http://viaf.org/viaf/911149544566700490009	3406	ISIK	4078	Vaher, Villem	""	insener	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVahi, Jaan	ISIK4080	""	3409	ISIK	4080	Vahi, J.	""	köster-kooliõpetaja	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVahi, Paul Leonhard,$d1911-1941	ISIK4081	http://viaf.org/viaf/101149542579000300361	3410	ISIK	4081	Vahi, Paul	""	haridustegelane	""	""	1911-00-00	""	""	""	""	Ta  Haaslava v Tuigo karjam	Tartumaa	""	Haaslava vald	""	58.27553	26.86535	2	Petseri	2	0.0454545454545455	Petseri mägi			57.8666666666667	27.6916666666667	""	""	5	ülik	Tü phil	21	""	""	Kutsar (hilj majaom Trt-s) Karl Eduard  Aleksander V. (1883--, Raadi v-st), Anna Pauline Joor (1883--, Sootaga  v-st).	""	Ae 1939 Meeri Laats (1913, Petseri kaupm Gottlieb L., Ida  Matteus).	""
$aVahter, Aleksander,$d1864-1950	ISIK4084	http://viaf.org/viaf/31149542770500301290	3413	ISIK	4084	Vahter, Aleksander Nikolai Paul	""	meremees, mereinsener	""	""	1864-00-00	Hanila	""	""	Hanila	""	""	""	""	Hanila	58.61167	23.615	1	""			""					""	""		""	""		""	""	""	""	""	""
$aVahtra, Jaan,$d1882-1947	ISIK4086	http://viaf.org/viaf/19759282	3415	ISIK	4086	Vahtra, Jaan	""	maalikunstnik, raamatugraafik, kirjanik, õpetaja, ajakirjanik, pedagoog	""	""	1882-05-23	Kitse t. Kaaru k. Mooste v. Võrumaa	1947-01-27	Võru	Kitse t. Kaaru k. Mooste v. Võrumaa	Võ Mooste v Karu Kitse	Võrumaa	""	Mooste vald	Kaaru küla	58.12467	27.21982	1	Peri	7	0.146341463414634	""					""	""	2	khkk	Räpina khkk	15	""	""	Sulane Juhan  V. (1853--1913), Liisu Konsand (1854--1924, Toolamaa v-st).	""	Ae Irene  Vagol (1901--, Võru v Vagula k-st).	Anu (1933).
$aVahtra, K	ISIK4087	""	3416	ISIK	4087	Vahtra, Karl	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVahtra, Karl	ISIK4087	""	3416	ISIK	4087	Vahtra, Karl	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVahtrik, J. H.	ISIK4089	""	3418	ISIK	4089	Vahtrik, Jakob Hermann	""	kirjastaja, raamatukaupmees	""	""	1862-00-00	""	1949-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVain, Jaan,$d1886-1942	ISIK4094	http://viaf.org/viaf/24149542633900301028	3424	ISIK	4094	Vain, Jaan	""	advokaat, poliitik, ajakirjanik	""	""	1886-11-14	Võhma Kõo v. Viljandimaa	""	""	Võhma Kõo v. Viljandimaa	""	Kõo	""	Kõo vald	""	58.60644	25.70074	2	""			""					""	""		""	""		""	""	""	""	""	""
$aVaino, Georg	ISIK4097	""	3427	ISIK	4097	Vaino, Georg	""	ajakirjanik, haridustegelane	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVakman, Rudolf,$d1894-1937	ISIK4102	http://viaf.org/viaf/2925149544582300490001	3434	ISIK	4102	Vakmann, Rudolf	""	töölisliikumise tegelane, majandusteadlane	""	""	1894-05-05	Juuru v.	1937-00-00	""	Juuru v.	""	""	""	Juuru vald	""	59.08859	24.931	2	""			""					""	""		""	""		""	""	""	""	""	""
$aVakmann, Rudolf,$d1894-1937	ISIK4102	http://viaf.org/viaf/2925149544582300490001	3434	ISIK	4102	Vakmann, Rudolf	""	töölisliikumise tegelane, majandusteadlane	""	""	1894-05-05	Juuru v.	1937-00-00	""	Juuru v.	""	""	""	Juuru vald	""	59.08859	24.931	2	""			""					""	""		""	""		""	""	""	""	""	""
$aVaks, Ao,$d1912-1993	ISIK4103	http://viaf.org/viaf/34149542797900301612	3435	ISIK	4103	Vaks, Ao	""	ajakirjanik, näitejuht, lastekirjanik, skaudijuht, lavastaja	""	""	1912-09-17	Tartu	1993-11-10	Tyresö, Stockholm	Tartu	""	""	""	""	Tartu	58.38062	26.72509	1	""			""					""	""		""	""		""	""	""	""	""	""
$aVaks, Heino,$d1886-1943	ISIK4104	http://viaf.org/viaf/120149542869000302214	3436	ISIK	4104	Vaks, Heino	""	näitleja, näitejuht	""	""	1886-00-00	""	1943-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aValdes, Albert,$d1884-1971	ISIK4105	http://viaf.org/viaf/74895688	3437	ISIK	4105	Valdes, Albert	""	arstiteadlane, patoanatoom, morfoloog	""	""	1884-12-01	Järvakandi mõis	1971-12-16	Tartu	Järvakandi mõis	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aValdmann, Johannes,$d1898-1944	ISIK4107	http://viaf.org/viaf/2196152381759501950004	3439	ISIK	4107	Valdmann, J.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVallaste, Eduard,$d1901-1983	ISIK4117	http://viaf.org/viaf/8152379993701760074	3450	ISIK	4117	Vallaste, Eduard	Jürisson, Eddy~Jürisson, Eduard~Jürisson, Edy	ajakirjanik	""	""	1901-10-06	Helme	1983-07-11	""	Helme	""	""	""	""	Helme	58.01194	25.89722	1	""			""					""	""		""	""		""	""	""	""	""	""
$aVallaste, Hendrik,$d1905-2002	ISIK4118	http://viaf.org/viaf/1421149544570600490006	3451	ISIK	4118	Vallaste, Hendrik	Jürisson, Hendrik	ajakirjanik	""	""	1905-09-19	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVallner, Artur,$d1887-1939	ISIK4124	http://viaf.org/viaf/1225149544569200490000	3458	ISIK	4124	Vallner, Artur	""	haridustegelane, pedagoog	""	""	1887-10-18	""	1939-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVallner, Klarissa	ISIK4125	""	3459	ISIK	4125	Vallner, Klarissa	""	õpetaja	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aWeizenberg, August,$d1837-1921	ISIK4126	http://viaf.org/viaf/67332395	3460	ISIK	4126	Weizenberg, August Ludwig	""	skulptor, näitekirjanik, prosaist	""	""	1837-04-06	Ritsike kõrts, Kanepi lähedal	1921-11-22	Tallinn	Ritsike kõrts, Kanepi lähedal	""	""	""	""	Ritsike k				""			""					""	""		""	""		""	""	""	""	""	""
$aWeitzenberg, Juhan,$d1838-1877	ISIK4127	http://viaf.org/viaf/3624149544587700490007	3461	ISIK	4127	Weitzenberg, Juhan	Weizenberg, Juhan	luuletaja, koduõpetaja	""	""	1838-07-22	Erastvere v.	1877-11-04	Narva	Erastvere v.	""	""	""	Erastvere vald	""	57.96972	26.79389	4	""			""					""	""		""	""		""	""	""	""	""	""
$aOve,$cpseud.,$d1912-1942	ISIK4129	http://viaf.org/viaf/113149544560400490007	3463	ISIK	4129	Veldemann, Ove Oskar	Veldemann, Oskar~Veldemann, Ove	karikaturist, motosportlane, följetonist	""	""	1912-12-08	Viljandi	""	""	Viljandi	""	""	""	""	Viljandi	58.36389	25.59	1	""			""					""	""		""	""		""	""	""	""	""	""
$aVeldemann, Oskar,$d1912-1942	ISIK4129	http://viaf.org/viaf/113149544560400490007	3463	ISIK	4129	Veldemann, Ove Oskar	Veldemann, Oskar~Veldemann, Ove	karikaturist, motosportlane, följetonist	""	""	1912-12-08	Viljandi	""	""	Viljandi	""	""	""	""	Viljandi	58.36389	25.59	1	""			""					""	""		""	""		""	""	""	""	""	""
$aVeljesto-Vill, Arnold	ISIK4132	""	3467	ISIK	4132	Veljesto, Arn.	Vill, Arn.~endine nimi	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVellerind, Johannes,$d1891-1941	ISIK4133	http://viaf.org/viaf/6801149544612500490009	3468	ISIK	4133	Vellerind, Joh.	""	noorsootegelane	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aPiibeleht,$cpseud.,$d1893-1970	ISIK4136	http://viaf.org/viaf/5509149544602700490000	3471	ISIK	4136	Vellner, Harald	""	ajakirjanik	""	""	1893-03-02	Vanamõisas Palupera v. Tartumaa	""	""	Vanamõisas Palupera v. Tartumaa	""	""	""	Palupera vald	""	58.12812	26.44847	2	""			""					""	""		""	""		""	""	""	""	""	""
$aVellner, Harald,$d1893-1970	ISIK4136	http://viaf.org/viaf/5509149544602700490000	3471	ISIK	4136	Vellner, Harald	""	ajakirjanik	""	""	1893-03-02	Vanamõisas Palupera v. Tartumaa	""	""	Vanamõisas Palupera v. Tartumaa	""	""	""	Palupera vald	""	58.12812	26.44847	2	""			""					""	""		""	""		""	""	""	""	""	""
$aHAVE,$cpseud.,$d1909-1943	ISIK4138	http://viaf.org/viaf/5012149544598700490002	3473	ISIK	4138	Valtman, Helmut	Valdmann, Helmut	karikaturist	""	""	1909-00-00	""	1943-00-00	""	""	Rakv.	""	""	""	Rakv.				Felix	55	0.642857142857143	""					""	""		""	""	1	""	""	""	""	""	""
$aValtman, Helmut,$d1909-1943	ISIK4138	http://viaf.org/viaf/5012149544598700490002	3473	ISIK	4138	Valtman, Helmut	Valdmann, Helmut	karikaturist	""	""	1909-00-00	""	1943-00-00	""	""	Rakv.	""	""	""	Rakv.				Felix	55	0.642857142857143	""					""	""		""	""	1	""	""	""	""	""	""
$aValtman, Helmut,$d1909-1943.	ISIK4138	http://viaf.org/viaf/5012149544598700490002	3473	ISIK	4138	Valtman, Helmut	Valdmann, Helmut	karikaturist	""	""	1909-00-00	""	1943-00-00	""	""	Rakv.	""	""	""	Rakv.				Felix	55	0.642857142857143	""					""	""		""	""	1	""	""	""	""	""	""
$aVanatoa, Juhan	ISIK4141	http://viaf.org/viaf/8149542909300302275	3477	ISIK	4141	Vanatoa, Johan	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVanaveski, Karl,$d1909-1973	ISIK4143	http://viaf.org/viaf/123149542775700301345	3479	ISIK	4143	Vanaveski, Kaarel	Vanaveski, Karl	kunstnik	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVanik, Konstantin,$d1901-1947	ISIK4145	http://viaf.org/viaf/1149542960600302850	3481	ISIK	4145	Vanik, Konstantin	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aBarbarus, Johannes,$cpseud.,$d1890-1946	ISIK4150	http://viaf.org/viaf/42644990	3487	ISIK	4150	Vares, Johannes	""	kirjanik, ühiskonnategelane, arst, luuletaja	""	""	1890-01-12	Heimtali v. Paisu khk. Viljandimaa	1946-11-29	Tallinn	Heimtali v. Paisu khk. Viljandimaa	""	""	Paisu khk.	Heimtali vald	Paisu k	59.08333	25.5	4	""			""					""	""		""	""		""	""	""	""	""	""
$aVares, Johannes,$d1890-1946	ISIK4150	http://viaf.org/viaf/42644990	3487	ISIK	4150	Vares, Johannes	""	kirjanik, ühiskonnategelane, arst, luuletaja	""	""	1890-01-12	Heimtali v. Paisu khk. Viljandimaa	1946-11-29	Tallinn	Heimtali v. Paisu khk. Viljandimaa	""	""	Paisu khk.	Heimtali vald	Paisu k	59.08333	25.5	4	""			""					""	""		""	""		""	""	""	""	""	""
$aVares, Martin,$d1855-1916	ISIK4153	http://viaf.org/viaf/20149542814200301677	3490	ISIK	4153	Vares, Martin	""	õpetaja, raamatukaupmees	""	""	1855-00-00	""	1916-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVares, Tõnis,$d1859-1925	ISIK4155	http://viaf.org/viaf/300286191	3492	ISIK	4155	Vares, Tõnis	""	õigusteadlane, majandusteadlane	""	""	1859-00-00	""	1925-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVelner, Värdi,$d1907-1992	ISIK4156	http://viaf.org/viaf/7405149544616800490000	3493	ISIK	4156	Velner, V.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVender, Evald,$d1901-1948	ISIK4159	http://viaf.org/viaf/45149542619800300947	3496	ISIK	4159	Vender, Evald	""	UNEDITEDVabaduss-s vabat (Virum KL), Lüganuse algk õp 1921--23,  EKarskL abisekr, Trtm osak instr ja v.karsk.instr 1923--25, EHarL  bür.juh, peasekr ja juh 1925--40, ajak Areng peatoim –40, Estonia maj.juh, Narva skautide mal.peal, sportl (laskja), KL, Rts-i 1944; Vr III.	""	""	""	""	""	""	""	Vir Vaivara v Liiva  Prauasorda	Virumaa	""	Vaivara vald	""	59.34077	27.90226	2	Tartu%20linn	11	0.457142857142857	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	TÜ rer merc	19	""	""	Taluom Jaan V., Miina Grigordoi.	""	Ae 1932 näitl Tiina  (Adele) Roman (1899--1987, vt).	""
$aVent, Voldemar,$d1901-1966	ISIK4162	http://viaf.org/viaf/28152380005801761451	3500	ISIK	4162	Vent, Voldemar	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVesilo, Agnes,$d1900-1985	ISIK4165	http://viaf.org/viaf/1851153363082637520006	3503	ISIK	4165	Vesilo, Agnes	Kauts, Agnes~Kauts-Mihkelson, Agnes~Mihkelson, Agnes	ajakirjanik, kirjanik	""	""	1900-07-28	Taali mõis Pärnumaa	1985-11-19	Syney	Taali mõis Pärnumaa	Pä Taali m	Pärnumaa	""	""	Taali ms.	58.44722	24.78083	3	Austraaliasse	36	0.411764705882353	""					""	""	5	ülik	Tü phil	5	""	""	Kaupm Robert Kauts.	""	Ae 1924 V. (Mihkelson).	""
$aVarma, Anni,$d1891-1957	ISIK4170	""	3509	ISIK	4170	Varma, Anni	""	kodukäsitöö tegelane	""	""	1891-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVasar, Juhan,$d1905-1972	ISIK4174	http://viaf.org/viaf/203649483	3513	ISIK	4174	Vasar, Juhan	""	ajaloolane	""	""	1905-00-00	""	1972-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVau, J.	ISIK4180	""	3520	ISIK	4180	Vau, Jaan	""	ametnik	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVau, Jaan	ISIK4180	""	3520	ISIK	4180	Vau, Jaan	""	ametnik	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVeedam, Voldemar,$d1912-1983	ISIK4190	http://viaf.org/viaf/54136912	3531	ISIK	4190	Veedam, Voldemar	""	ajakirjanik, prosaist	""	""	1912-11-06	Tallinn	1983-03-02	Washington	Tallinn	""	""	""	""	Tallinn	59.43696	24.75353	1	""			""					""	""		""	""		""	""	""	""	""	""
$aVeelmaa, Juhan,$d1904-1949	ISIK4191	http://viaf.org/viaf/200904177	3532	ISIK	4191	Veelma, Juhan	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVeerus, Johannes,$d1897-1972	ISIK4192	http://viaf.org/viaf/5080149544599200490003	3533	ISIK	4192	Veerus, Johannes	""	energeetikainsener	""	""	""	""	""	""	""	Tal	""	""	""	Tal	59.80556	146.93889	1	Rahv	8	0.155555555555556	""					""	""	3	aleksk	Tall Aleks.g	16	""	""	Rdt.tehn Karl Verus (1871--, Tall-st), Minna Veermann  (1870--).	""	Ae 1922 g.õp Olga Vutter (1894--, vt).	Arst Silvia Meema  (1923, vt), arhit Malle-Reet Niilus (1935).
$aVeevo, Johannes	ISIK4193	""	3534	ISIK	4193	Veevo, Johannes	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVilbaste, Gustav,$d1885-1967	ISIK4194	http://viaf.org/viaf/25400851	3535	ISIK	4194	Vilbaste, Gustav	Vilberg, Gustav~kuni 1935~Wilberg, Gustav~Willberg, Gustav~Eesti Kirjandus 1910	botaanik, loodusteadlane, pedagoog, publitsist, kodu-uurija, keelemees	""	""	1885-09-03	Haavakannu k. Kodasuu v. Harjumaa	1967-02-21	Tallinn	Haavakannu k. Kodasuu v. Harjumaa	Ha Kiiu  (Kodasuu) v Aavakannu k.	Harjumaa	""	Kodasuu vald	Aavakannu küla	59.33333	24.83333	6	Juhan	58	0.527777777777778	""					""	""		""	""	70	""	""	Moonakas (hilj taluom) Johannes Vilberg  (1856--1931), Miina Vilbiks (1852--1945).	""	Ae 1. 1921--38 agr Ellen  Koppel (1893--1974, Trt-st, lah, vt), 2. 1939 Anette Marie Rüdmik (snd  Mänd, 1893--1980).	Gustav (1922--86, ajakirj, ae Marju Reoli /snd Sarv,  vt/, p Kalle /1967/).
$aWegener, Emil Ewald,$d1841-1898	ISIK4196	""	3537	ISIK	4196	Wegener, Emil Ewald	""	pastor	""	""	1841-00-00	""	1898-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVeiderma, Aleksander,$d1888-1972	ISIK4202	http://viaf.org/viaf/6125337	3545	ISIK	4202	Veiderma, Aleksander	Veidermann, Aleksander	haridustegelane, õpetaja, loodusteadlane	""	""	1888-00-00	""	""	""	""	Lä  Vaikna v Üdrumaa koo	Läänemaa	""	Vaikna vald	""	58.92694	24.11944	4	Tallinn	23	0.421875	City Hotel Tallinn, hotell	FALSE		59.4347222222222	24.7316666666667	""	""	5	ülik	Pb ülik phys-math	16	""	""	Õp Jaan V. (1853--1932, vt), Liisa Krain  (1856—1933, k.õp t).	V Eero (1882--, vt).	Ae 1. 1911--23 k.õp Herta Alice Meikov-Meikas (1884--1923, Tall käsitööl Jaan M., Marie Roasto, õ g.dir Elfriede  Amanda Lender /vt/), 2. 1924--56 k.õp Magdalene Vihalem (1900--56,  Kloostri v-kirj ja Paide notar Johannes V., Adele Mannere, v Paul  Johannes V.  /1905--85, vt/), 3. k.õp Erna Käppa (1903--86).	Hilja  Taska (1913, ae 1946 dr jur Artur T. /vt/, vt), Ants Udo (1918--45, vt);  Jaan Ülo (1925, Rts-i), Aleksander Heino (1927--68), Mihkel Märt (1929,  vt), Jüri Rein (1938, Rts-i 1985).
$aVeiler, Aleksander,$d1887-1950	ISIK4204	http://viaf.org/viaf/51149542898400302470	3547	ISIK	4204	Veiler, Aleksander	""	ajakirjanik, trükitööstur	""	""	1887-03-16	Harmi m. Triigi v. Harjumaa	1950-00-00	""	Harmi m. Triigi v. Harjumaa	""	""	""	Triigi vald	""	59.11639	25.19944	3	Vaba	22	0.344262295081967	Pirita vabaajakeskus			59.4683333333333	24.8336111111111	""	""	1	linnak	Tall linnak	1	""	""	Aedn (hilj kaupm ja taluom) Tanel V., Marie Jürgens.	ö Johanna Päts (ae  1910 Voldemar P. /vt/, vt), õ Marta Taska (ae 1916 Eduard T. /vt/).	Ae  1909 Stella Saksen (1887--, Vir Rakv v talun t).	Rein (1910--52, vt),  Lea Silbermann (ae Valter S. Kanadast, t Maie), Asta.
$aVilde, Eduard,$d1865-1933	ISIK4208	http://viaf.org/viaf/105016	3551	ISIK	4208	Vilde, Eduard	""	ajakirjanik, näitekirjanik, proosakirjanik	""	""	1865-03-04	Pudivere mõis Avanduse v. Virumaa	1933-12-26	Tallinn	Pudivere mõis Avanduse v. Virumaa	""	""	""	Avanduse vald	""	59.05306	26.42083	4	""			""					""	""		""	""		""	""	""	""	""	""
$aVilde,Eduard,$d1865-1933	ISIK4208	http://viaf.org/viaf/105016	3551	ISIK	4208	Vilde, Eduard	""	ajakirjanik, näitekirjanik, proosakirjanik	""	""	1865-03-04	Pudivere mõis Avanduse v. Virumaa	1933-12-26	Tallinn	Pudivere mõis Avanduse v. Virumaa	""	""	""	Avanduse vald	""	59.05306	26.42083	4	""			""					""	""		""	""		""	""	""	""	""	""
$aVill, Kalju Luuleleid,$d1930-?	ISIK4217	""	3561	ISIK	4217	Vill, Kalju	""	""	""	""	1930-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVillemi, Paul,$d1897-1942	ISIK4221	http://viaf.org/viaf/1196149544568800490002	3566	ISIK	4221	Villemi, Paul	""	sõjaväelane	""	""	1897-10-14	Mooste v. Võrumaa	""	""	Mooste v. Võrumaa	""	""	""	Mooste vald	""	58.16144	27.21729	2	""			""					""	""		""	""		""	""	""	""	""	""
$aWilligerode, Adalbert Hugo,$d1816-1893	ISIK4222	http://viaf.org/viaf/305253791	3567	ISIK	4222	Willigerode, Adalbert Hugo	""	kirikutegelane, kirjanik	""	""	1816-12-14	Tallinn	1893-09-07	Tartu	Tallinn	""	""	""	""	Tallinn	59.43696	24.75353	1	""			""					""	""		""	""		""	""	""	""	""	""
$aWilligerode, Paul Gerhard Adalbert,$d1859-1919	ISIK4223	""	3568	ISIK	4223	Willigerode, Paul	""	pastor	""	""	1859-00-00	""	1919-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aWillingen, Constantin Leodimir,$d1848-1941	ISIK4224	http://viaf.org/viaf/19149542815900301872	3569	ISIK	4224	Willingen, Constantin Leodimir	""	pastor	""	""	1848-00-00	""	1941-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aReinu Wiljandi,$cpseud.,$d1907-1942	ISIK4230	http://viaf.org/viaf/795149544565700490008	3576	ISIK	4230	Vinkler, Reinhold	""	ajakirjanik, popularisaator	""	""	1907-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVinkler, Reinhold,$d1907-1942	ISIK4230	http://viaf.org/viaf/795149544565700490008	3576	ISIK	4230	Vinkler, Reinhold	""	ajakirjanik, popularisaator	""	""	1907-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVirányi, Elemér,$d1897-?	ISIK4233	""	3579	ISIK	4233	Virányi, Elemér	""	Tartu Ülikool~lektor	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVirgo, Eduard,$d1878-1938	ISIK4234	http://viaf.org/viaf/1868149544573900490003	3580	ISIK	4234	Virgo, Eduard Reinhold	""	ajakirjanik, diplomaat	""	""	1878-10-16	Päide k. Rakvere v. Virumaa	1938-04-28	Tallinn	Päide k. Rakvere v. Virumaa	Vir Rakv v Päide  k.	Virumaa	""	Rakv vald	Päide küla	59.38851	26.30768	1	Sõnumete	7	0.13953488372093	""					""	""	5	ülik	Pariisis  Vene kõrg.ühiskonnatead.k ja Sorbonne\'i ülik vabak	12	""	""	Kõrtsm (hilj karjams-rentn) Prits V., Liisa Paja.	""	Ae 1. Eleonora  Viola Antio (1876--, Sm-st), 2. 1920-- Amanda Elise Sieberg, 2. 1936  Karin Kaasik-Paris (1903--).	Eduard (1921).
$aWühner, M.	ISIK4236	""	3582	ISIK	4236	Wühner, M.	""	õpetaja	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aWühner, Hugo,$d1877-1932	ISIK4237	http://viaf.org/viaf/1357149544570000490007	3583	ISIK	4237	Wühner, Hugo	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aWühner, Hans,$d1836-1911	ISIK4238	http://viaf.org/viaf/49149542633300301074	3584	ISIK	4238	Wühner, Hans	""	õpetaja	""	""	1836-00-00	""	1911-00-00	""	""	Vil Aidu v Moosi	Viljandimaa	""	Aidu vald	""	59.33306	27.04917	4	Keeri	28	0.457627118644068	""					""	""	3	k.õp	khkk õp eksam	2	""	""	Talun  Johan W., Mari Kaljo.	V-d Martin (1845--1923, vt), Mathias (1852—1935, vt).	Ae Elisabeth Lehmann (1837—1916, Põltsamaalt).	Victor Alexander (1867—1928, vt), Theodor Hans (1868--1959, vt), Richard (--19, vt).
