"ISIK.id"	"nr"	"Eludaatumid"	"Üldandmed"	"Seotud.andmed"	"Nime.normitud.kuju"	"Sünniaeg"	"Surmaaeg"	"Tegevusala"	"Biograafilised.andmed"	"Allikad"	"Sünnikoht"	"Surmakoht"	"Märkus"	"Ühiskondlik.tegevus"	"Märkus.1"	"Aukraadid"	"Vangistused.ja.repressioonid"	"Poliitiline.tegevus"	"Nimi2"	"Synd"	"Vanemad"	"Vennadoed"	"Abielus"	"Lapsed"	"Haridus"	"Töö"	"Amet"	"Surnud"	"Allikad.1"
3669	3669	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Franzdorf, Tõnu"	"1862-08-28"	"1940-10-22"	"trükikoja omanik, ajakirjanik"	"Biogr.: Päevaleht 1932, 213, 7. - Uus Eesti 1937, nr. 232. - Õitsituled I.  Peale leeri elas Venemaal, aega teenis Poolas (1886–88).    Pärast Venevere vallakooli täiendas end iseõppijana. 1895 asus Narva. 1890 avas seal raamatukaupluse, 1905 trükikoja.   Pärast mitmekordset taotlust sai loa asutada Narvas ajalehed Kaja 1906-11 (toimetaja), millel oli mitu lisalehte, Ilmarine 1911 ja Uusleht 1912-18. Avaldas nii algupäraseid kui tõlgitud jutte, romaane ja luuletusi. Lisaks mainituile tegi kaastööd ka ajalehtedele Valgus, Eesti Postimees, Olevik, Sakala, Virmaline, Rahva Hääl, Narva Uudised.  ÕT I; Päevaleht 18.8.1932, lk 6. ARUKüLA (FRANZDORF), Tõnu (ps Küla). 28.VIII 1862 Vir Venevere v.  Viinapõl Mart Franzdorf. Ae 2 x. Hilda Visnapuu (1898--1941, ae 1922  kirj Henrik V. /vt/).  Venevere v-k, Aö khkk. Sv-s, urjadnik Iisakus,  Narvas rmtkaupl om 1890--1917, trükik.om 1895--1917, ajal Kaja toim 1906--11,  Ilmarise 1911 ja Uuslehe väljaandja 1912--18. UE 1937/232, EAjakirj"	"EAE-40, lk. 36-37."	"Venevere vald, Virumaal"	"Luunja vald"						"Biogr.: Päevaleht 1932, 213, 7. - Uus Eesti 1937, nr. 232 - Õitsituled I.  Peale leeri elas Venemaal, aega teenis Poolas (1886–88). "	"ARUKüLA (FRANZDORF), Tõnu (ps Küla). "	"28.VIII 1862 Vir Venevere v. "	" Viinapõl Mart Franzdorf. "		"Ae 2 x. "	"Hilda Visnapuu (1898--1941, ae 1922  kirj Henrik V. /vt/). "	" Venevere v-k, Aö khkk. "	"Sv-s, urjadnik Iisakus,  Narvas rmtkaupl om 1890--1917, trükik.om 1895--1917, ajal Kaja toim 1906--11,  Ilmarise 1911 ja Uuslehe väljaandja 1912--18. UE 1937/232, EAjakirj  1895 asus Narva. 1890 avas seal raamatukaupluse, 1905 trükikoja.   Pärast mitmekordset taotlust sai loa asutada Narvas ajalehed Kaja 1906-11 (toimetaja), millel oli mitu lisalehte, Ilmarine 1911 ja Uusleht 1912-18. Avaldas nii algupäraseid kui tõlgitud jutte, romaane ja luuletusi. Lisaks mainituile tegi kaastööd ka ajalehtedele Valgus, Eesti Postimees, Olevik, Sakala, Virmaline, Rahva Hääl, Narva Uudised. "			" ÕT I; Päevaleht 18.8.1932, lk 6. "
3673	3673	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Wuolijoki, Hella"	"1886-07-21"	"1954-02-02"	"näitekirjanik, prosaist, ühiskonnategelane, äritegelane"	"WUOLIJOKI, Hella Maria (MURRIK, Ella Marie, ps Juhani  Tervapää). 21.VII 1886 Va Taagepera v Ala kõrts. K.õp ja v-kirj Ernst  Murrik (10.III 1863 Karksis—25.VI 1942 Sm-s), Katarina Kokamägi (1862--). Õ-d Ella Amalie Mitt (ae 1917 kauges.kapt Karl M. /vt/), Salme Dutt, Niina Murrik-Polonsky (1897--1947, vt), v Adalbert Leonhard Murrik (t Edith Glöckner /vt/).  Ae 1908--23 mag phil Sulo Wuolijoki (1881--1957, lah). Vappu Tuomioja  (1911). Valga tüt.k 1896--1901, Trt Puškini g 1901--04, Hels ülik phil  1904--08, mag phil 1908. Sm SDTP 1905, ärinaine 1914, Carelia Timber  Co ja Aunuksen Puuliike peadir 1923--31, Marlebäcki ms om 1920--40, NL  naftaeksp Sm filiaali nõuk.esim 1931--38, komm, GB agent Poeet  (muretses tähtsaid salajasi andmeid), vang Sm-s 1942, 1943--44.  Kirjanik, mälestused. Srn 2.II 1954 Helsingis. EBL, EAT, EE, EBLl,  EAT2, ENE1, EKBL, EKrL, ENE2, ENE2(14), Razvedka"	"EAT, 392-393; EE (2000), 14. kd., lk. 622; EAE-40, lk. 259; Eesti kirjanike leksikon (2000), lk. 684-686."	"Taagepera v. Helme khk. Viljandimaa"	"Helsingi"	"Maetud Hietaniemi kalmistule."						"WUOLIJOKI, Hella Maria (MURRIK, Ella Marie, ps Juhani  Tervapää). "	"21.VII 1886 Va Taagepera v Ala kõrts. "	"K.õp ja v-kirj Ernst  Murrik (10.III 1863 Karksis—25.VI 1942 Sm-s), Katarina Kokamägi (1862--). "	"Õ-d Ella Amalie Mitt (ae 1917 kauges.kapt Karl M. /vt/), Salme Dutt, Niina Murrik-Polonsky (1897--1947, vt), v Adalbert Leonhard Murrik (t Edith Glöckner /vt/). "	" Ae 1908--23 mag phil Sulo Wuolijoki (1881--1957, lah). "	"Vappu Tuomioja  (1911). "	"Valga tüt.k 1896--1901, Trt Puškini g 1901--04, Hels ülik phil  1904--08, mag phil 1908. "	"Sm SDTP 1905, ärinaine 1914, Carelia Timber  Co ja Aunuksen Puuliike peadir 1923--31, Marlebäcki ms om 1920--40, NL  naftaeksp Sm filiaali nõuk.esim 1931--38, komm, GB agent Poeet  (muretses tähtsaid salajasi andmeid), vang Sm-s 1942, 1943--44. "	" Kirjanik, mälestused. "	"Srn 2.II 1954 Helsingis. "	"EBL, EAT, EE, EBLl,  EAT2, ENE1, EKBL, EKrL, ENE2, ENE2(14), Razvedka"
370	370	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Leppardt, Carl J."			"vallakirjutaja"	"Valjala khk."																	"Valjala khk."			
3735	3735	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Freundlich, Carl Wilhelm"	"1803-00-00"	"1872-00-00"		"FREUNDLICH (HENRIKSON), Carl Wilhelm. 24.II 1803 Kuress-s.  Kangur Gustav Henrikson (srn 1821), Tiiu Steinberg. Jaani kog õp  Schmidti õpil. Muhu kog köster 1825--72, Kaigutsi k õp, v-kirj,  metsavaht.  Luuletaja. Srn 21.I 1872 Muhus, maet Muhu kalm-le. PmA,  EBL, EE, ENE1, EKBL, ENE2, EKrL, EKoBL, EABL, ENE2(14)  Isotamm 2"	"Postimees 1857–1907, 156–157."									"FREUNDLICH (HENRIKSON), Carl Wilhelm. "	"24.II 1803 Kuress-s. "	" Kangur Gustav Henrikson (srn 1821), Tiiu Steinberg. "				"Jaani kog õp  Schmidti õpil. "	"Muhu kog köster 1825--72, Kaigutsi k õp, v-kirj,  metsavaht. "	" Luuletaja. "	"Srn 21.I 1872 Muhus, maet Muhu kalm-le. "	"PmA,  EBL, EE, ENE1, EKBL, ENE2, EKrL, EKoBL, EABL, ENE2(14)  Isotamm 2"
4046	4046	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Gildenmann, Berend"	"1822-10-15"	"1884-04-20"	"õpetaja, raamatuköitja"	"GILDENMANN, Berend. 15.X 1822 Lä V-Vigala v Päärnil perem p.  V-k, Tall algk, Pärnu kreisk. Oese v-k õp 1840--44, Jädivere öS juh  1844--51, õp Sauga v Nurmel 1851--61, raamatuk?itja Pärnu-ülejõel  1861--1884.  Srn 20.IV 1884 Pärnu vaestemajas. EBL, EE, ENE1, EKBL,  ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"										"GILDENMANN, Berend. "	"15.X 1822 Lä V-Vigala v Päärnil perem p. "					" V-k, Tall algk, Pärnu kreisk. "	"Oese v-k õp 1840--44, Jädivere öS juh  1844--51, õp Sauga v Nurmel 1851--61, raamatuk?itja Pärnu-ülejõel  1861--1884. "		" Srn 20.IV 1884 Pärnu vaestemajas. "	"EBL, EE, ENE1, EKBL,  ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"
425	425	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Lattik, Jaan"	"1878-10-22"	"1967-06-27"	"kirikuõpetaja, kirjanik, poliitik"	"LATTIK, Jaan. 22.X 1878 Va Karula v Mäkistel.  Rentn Davet L.  (1845--1917, hilj V-Mendo om ja v-van), Manona Hollmann (1850--1917). V  Robert Moritz (1886--1950, vt). Ae 1908 Alice Agnes Hassmann  (1882--1957, Luke kõrtsm Karl Otto H. /vt/, Elise Muskau, vend kir-õp Edgars  Hasmanis /1884--1919, komm mõrvaohver/). Heino (1909--83, vt), Helgi  Alice Päts (1911--88, ae 1932 Viktor P. /vt/), Aldo Robert (1912--83,  vt). Valga algk 1889--91, Treffn g 1893--94, Trt g 1896--1902, Tü theol  1902--08, 18543, cand theol, EüS 1903.  Proovia-l Pb Jaani kog-s  R.~Kallase juures 1908--09, Vilj maakog abiõp 1909--10, õp 1910--39,  Vilj E.HarS prog juh 1909--12, EELK konsist ass 1919--23, Vilj praost  1935--39, AK, I, II, III, IV Rk (EKRE asut), V~Rk (RKE), E del.l RL-s  1921, haridusmin Teemandi val-s 4.XII 1925--9.XII 1927, välismin Rei ja  Strandmani val-s 4.XII 1928--12.II 1931, saadik Leedus 1939--40, Rts-i  IX 1944. Kirjanik; Leedu Gediminase I.  Mälestused 1948, 1951, 1952,  1955, 1958, 1960. Srn 27.VI 1967 Stockholmis. PmA, EBL, 2Rk, EAT, EE,  EüS1, EüS3, EKirjP, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"	"EAT, 145-146."									"LATTIK, Jaan. "	"22.X 1878 Va Karula v Mäkistel. "	" Rentn Davet L.  (1845--1917, hilj V-Mendo om ja v-van), Manona Hollmann (1850--1917). "	"V  Robert Moritz (1886--1950, vt). "	"Ae 1908 Alice Agnes Hassmann  (1882--1957, Luke kõrtsm Karl Otto H. /vt/, Elise Muskau, vend kir-õp Edgars  Hasmanis /1884--1919, komm mõrvaohver/). "	"Heino (1909--83, vt), Helgi  Alice Päts (1911--88, ae 1932 Viktor P. /vt/), Aldo Robert (1912--83,  vt). "	"Valga algk 1889--91, Treffn g 1893--94, Trt g 1896--1902, Tü theol  1902--08, cand theol, EüS 1903. "	" Proovia-l Pb Jaani kog-s  R.~Kallase juures 1908--09, Vilj maakog abiõp 1909--10, õp 1910--39,  Vilj E.HarS prog juh 1909--12, EELK konsist ass 1919--23, Vilj praost  1935--39, AK, I, II, III, IV Rk (EKRE asut), V~Rk (RKE), E del.l RL-s  1921, haridusmin Teemandi val-s 4.XII 1925--9.XII 1927, välismin Rei ja  Strandmani val-s 4.XII 1928--12.II 1931, saadik Leedus 1939--40, Rts-i  IX 1944. "	"Kirjanik; Leedu Gediminase I.  Mälestused 1948, 1951, 1952,  1955, 1958, 1960. "	"Srn 27.VI 1967 Stockholmis. "	"PmA, EBL, 2Rk, EAT, EE,  EüS1, EüS3, EKirjP, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"
4268	4268	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Grenzstein, Ado"	"1849-02-05"	"1916-04-20"	"ajakirjanik, kirjanik, õpetaja"	"GRENZSTEIN, Ado (Adolf, ps A.~Piirikivi). 5.II 1849 Vil  Tarvastu v Kõksil. Talurentn Jaan G. V Tõnis (vt). Vall. Tarvastu khkk  1867--69 (H.~Wühner), Valga Zimse öS 1871--74, Viini Dittese  pedagoogium 1878--80, EüS 1879. Audru köster-kooliõp 1874--76, Trt  Hollmanni öS õp 1876--78, Pb-s koduõp 1880--81, EPm toim 1881--82,  Oleviku asut ja toim 1882--1901, Pariisi 1901. Srn 20.IV 1916 Prantsusm  Mentones (67). EBL, EE, EüS1, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"	"EAE-40, lk. 40-41."	"Tarvastu khk. Viljandimaa"	"Menton Lõuna-Prantsusmaa"							"GRENZSTEIN, Ado (Adolf, ps A.~Piirikivi). "	"5.II 1849 Vil  Tarvastu v Kõksil. "	"Talurentn Jaan G. V Tõnis (vt). "	"Vall. "			"Tarvastu khkk  1867--69 (H.~Wühner), Valga Zimse öS 1871--74, Viini Dittese  pedagoogium 1878--80, EüS 1879. "	"Audru köster-kooliõp 1874--76, Trt  Hollmanni öS õp 1876--78, Pb-s koduõp 1880--81, EPm toim 1881--82,  Oleviku asut ja toim 1882--1901, Pariisi 1901. "		"Srn 20.IV 1916 Prantsusm  Mentones (67). "	"EBL, EE, EüS1, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"
4368	4368	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Gross, Helene"	"1871-10-28"		"äripidaja"	"GROSS, Helene (Leena). 28.X 1871 Ta Alatskivil. Metsaül  Friedrich G. (Laatrest), Marie Jakobson (Lukelt). Koduk. Venem-l  1894--96. Riias 1898--99, Trt-s rmt- ja mänguasjakaupl om 1899--1918,  käsitööl Trt-s. Trt ENaiss asut ja juh 1907--. EAT, EAT2, Pm 1942/254  Isotamm 2"										"GROSS, Helene (Leena). "	"28.X 1871 Ta Alatskivil. "	"Metsaül  Friedrich G. (Laatrest), Marie Jakobson (Lukelt). "				"Koduk. "	"Venem-l  1894--96. Riias 1898--99, Trt-s rmt- ja mänguasjakaupl om 1899--1918,  käsitööl Trt-s. Trt ENaiss asut ja juh 1907--. "			"EAT, EAT2, Pm 1942/254  Isotamm 2"
4535	4535	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Grünfeldt, Peeter"	"1865-10-01"	"1937-04-11"	"ajakirjanik, luuletaja, kirjanik, tõlkija, õpetaja"	"GRüNFELDT, Peeter (ps-d P.Haljaspõld, Linnuke, R.Põld,  P.Pühaste, K.Kasesalu, Andres Silla, Siim Sinep, Võrukael, Ohaka Ott).  1.X 1865 Ta Aakre v Pühaste kool. K.õp Kristjan G., Ann Peko. Ae 1893  Anna Marie Kriips.  Herbert Haljaspõld (1896--1963, vt), 1 t (t Eevi).  Rõngu 1875--80, Puhja 1881--82 khkk, Trt öS 1883--86. Kooliõp Aakre  Põhul 1886, Valga Peetri algk-s 1887--88, Aakre Pühastes 1888--91,  1891--93 EPm ja 1893 Pm, 1896--98 Tall-s EPm, 1898--1901 Trt-s  Põllumehe toim.l, rmtkaupm Valgas 1893--96, 1901--04 EPm, 1904--06  Rahva Lõbulehe, 1905--08 Pl ja Aja vast.peatoim, 1909--10 Virulase  toim, Tall P-E ühispanga am 1913--35, Romaani toim 1923--33, EAjakirjL  1926 ja aul 1936; Kr III 1935, Pr II/1 1934. Kirjanik. Mälestused 1920,  1923. Srn 11.IV 1937 Nõmmel, maet Nõmme Rahu kalm-le. PmA, EBL, EAT,  EE, EBLl, EEl, EAT2, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14), EAjakirj  Isotamm 2"	"EAE-40, lk. 42; Postimees 1857–1907, 158–159; EKBL (1998), lk. 47."	"Aakre v. Tartumaa"	"Tallinn"	"Maetud Hiiu kalmistule."						"GRüNFELDT, Peeter (ps-d P.Haljaspõld, Linnuke, R.Põld,  P.Pühaste, K.Kasesalu, Andres Silla, Siim Sinep, Võrukael, Ohaka Ott). "	" 1.X 1865 Ta Aakre v Pühaste kool. "	"K.õp Kristjan G., Ann Peko. "		"Ae 1893  Anna Marie Kriips. "	" Herbert Haljaspõld (1896--1963, vt), 1 t (t Eevi). "	" Rõngu 1875--80, Puhja 1881--82 khkk, Trt öS 1883--86. "	"Kooliõp Aakre  Põhul 1886, Valga Peetri algk-s 1887--88, Aakre Pühastes 1888--91,  1891--93 EPm ja 1893 Pm, 1896--98 Tall-s EPm, 1898--1901 Trt-s  Põllumehe toim.l, rmtkaupm Valgas 1893--96, 1901--04 EPm, 1904--06  Rahva Lõbulehe, 1905--08 Pl ja Aja vast.peatoim, 1909--10 Virulase  toim, Tall P-E ühispanga am 1913--35, Romaani toim 1923--33, EAjakirjL  1926 ja aul 1936; Kr III 1935, Pr II/1 1934. "	"Kirjanik. "	"Srn 11.IV 1937 Nõmmel, maet Nõmme Rahu kalm-le. "	"PmA, EBL, EAT,  EE, EBLl, EEl, EAT2, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14), EAjakirj  Isotamm 2, Mälestused 1920,  1923. "
4591	4591	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Grünthal, Villem"	"1885-00-00"	"1942-00-00"	"kirjanik, keeleteadlane"	"RIDALA (GRüNTHAL), Villem. 30.V 1885 Sa Muhu-Suurv Kuivastus.  Kõrtsm (hilj kaupm Hellamaal ja Viiral) Karl Grünthal, Maria Salm.  Ae  1922 Ida Emilia Hokkanen (1889--1975, Mikkeli plekisepp Otto H., Rosa  Manninen). Vilmo Grünthal (1925), Esmo Olavi Mikael Ridala (1923,  vt), Veljo Grünthal (1929). Hellamaa Aö khkk 1891--95, Kuress  pr Eisenschmidti erak 1895--97, g 1897--1905, Tü phil 1905, 20262, Hels  ülik phil 1905--09, cand phil, mag phil 1911, dr phil 1941, EüS 1905.  Vang 1905--06, ENKS tütarl.g õp 1910--19, Eesti Kirjanduse toim  1912--14, üliõpilaste Lehe vast.toim 1914--16, Tü stip 1919--23,  Helsingi ü e k lektor 1923--42. Luuletaja, Noor-Eesti, EKS (eests.l  1911--20), EKL. Srn 16.I 1942 Hels-s. EBL, EAT, EE, EBLl, ENE1, EüS1,  EüS3, EKBL, EKrL, ENE2, EKoBL, ENE2(14)"										"RIDALA (GRüNTHAL), Villem. "	"30.V 1885 Sa Muhu-Suurv Kuivastus. "	" Kõrtsm (hilj kaupm Hellamaal ja Viiral) Karl Grünthal, Maria Salm. "		" Ae  1922 Ida Emilia Hokkanen (1889--1975, Mikkeli plekisepp Otto H., Rosa  Manninen). "	"Vilmo Grünthal (1925), Esmo Olavi Mikael Ridala (1923,  vt), Veljo Grünthal (1929). "	"Hellamaa Aö khkk 1891--95, Kuress  pr Eisenschmidti erak 1895--97, g 1897--1905, Tü phil 1905, Hels  ülik phil 1905--09, cand phil, mag phil 1911, dr phil 1941, EüS 1905. "	" Vang 1905--06, ENKS tütarl.g õp 1910--19, Eesti Kirjanduse toim  1912--14, üliõpilaste Lehe vast.toim 1914--16, Tü stip 1919--23,  Helsingi ü e k lektor 1923--42. Luuletaja, Noor-Eesti, EKS (eests.l  1911--20), EKL. "		"Srn 16.I 1942 Hels-s. "	"EBL, EAT, EE, EBLl, ENE1, EüS1,  EüS3, EKBL, EKrL, ENE2, EKoBL, ENE2(14)"
479	479	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Kotsar, Kustas"	"1873-02-16"	"1942-04-10"	"ajakirjanik"	"Keel ja Kirjandus 1967, 4, 224-228 (Oskar Kruus). KOTSAR, Kustas (Gustav). 16.II 1873 Jä Särevere v Jüril.  Rentn Hindrik K., Mari Soon. Ae 1902 Anna Marie Riives (1880--1906,  Kambjast).  Valter (1903--76, vt), Artur (1904--). V-k, Arusaare Aö  khkk, Tall J.M.Sommeri erak, EAleksK 1888--91, Tü vabak 1901--02.  Särevere Laupa v-k õp 1893--97, Särevere v-kirj 1897--98, Oleviku  1898--1902 ja Uudiste toim.l 1904--05, 1905.a revol, eraadv Pihkvas  1903--04, Virulase toim.l 1906--07, vangist IV 1907, mõisteti 1909  sunnitööle, vabanes 1911, Oleviku toim.l 1911, EestimRahvaharS instr  1912, Tall Teataja toim.l 1913--21, Tall KaupmL sekr 1921,  kaub.tööst.minist inf.osak juh 1922--29, pens Põltsamaa läh 1929--34,  Trt-s 1934--42.  Kirjanik. Srn 10.IV 1942 Trt-s, maet Maarja kalm-le.  EBL, EAT, EE, EKBL, EKrL, EKoBL  Isotamm 2"	"EAT, 117."								"Keel ja Kirjandus 1967, 4, 224-228 (Oskar Kruus). "	"KOTSAR, Kustas (Gustav). "	"16.II 1873 Jä Särevere v Jüril. "	" Rentn Hindrik K., Mari Soon. "		"Ae 1902 Anna Marie Riives (1880--1906,  Kambjast). "	" Valter (1903--76, vt), Artur (1904--). "	"V-k, Arusaare Aö  khkk, Tall J.M.Sommeri erak, EAleksK 1888--91, Tü vabak 1901--02. "	" Särevere Laupa v-k õp 1893--97, Särevere v-kirj 1897--98, Oleviku  1898--1902 ja Uudiste toim.l 1904--05, 1905.a revol, eraadv Pihkvas  1903--04, Virulase toim.l 1906--07, vangist IV 1907, mõisteti 1909  sunnitööle, vabanes 1911, Oleviku toim.l 1911, EestimRahvaharS instr  1912, Tall Teataja toim.l 1913--21, Tall KaupmL sekr 1921,  kaub.tööst.minist inf.osak juh 1922--29, pens Põltsamaa läh 1929--34,  Trt-s 1934--42. "	" Kirjanik. "	"Srn 10.IV 1942 Trt-s, maet Maarja kalm-le. "	" EBL, EAT, EE, EKBL, EKrL, EKoBL  Isotamm 2"
4802	4802	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Haavakivi, Anna"	"1864-10-15"	"1957-03-13"	"kirjanik, õpetaja, ajakirjanik"	"Edasi 1957, nr. 1.   HAAVA (HAAVAKIVI, ESPENSTEIN), Anna Rosalie. 15.X 1864 Ta  Pala v Haavakivil. Talun Joosep Haavakivi (1836--91), Sohvi Janast  (1841--, Punikvere Sepalt). Vall. Erak Saare ja Pataste-Vanamõisas  1873--77, Trt Hoffmanni erak 1879, kõrg.  tütarlastek 1880--84. Koduõp  Venem-l, 1906--57 Trt-s vabakuts, EKL 1922, ENKirjL 1945; rahvakirj  1954, Austuse märk 1957. Luuletaja. Srn 13.III 1957 Trt-s, maet Maarja  kalm-le. PmA, EBL, EAT, EE, EBLl, EEl, EAT2, ENE1, EKBL, ENE2, EKrL,  ENE2(14) Isotamm 2"	"EAT, 46; EAE-40, lk. 45; Eesti kirjanike leksikon (2000), lk. 99-100."	"Haavakivi t. Pala v. Tartumaa"	"Tartu"	"Maetud Raadi kalmistule."					"Edasi 1957, nr. "	"1.   HAAVA (HAAVAKIVI, ESPENSTEIN), Anna Rosalie. "	"15.X 1864 Ta  Pala v Haavakivil. "	"Talun Joosep Haavakivi (1836--91), Sohvi Janast  (1841--, Punikvere Sepalt). "		"Vall. "		"Erak Saare ja Pataste-Vanamõisas  1873--77, Trt Hoffmanni erak 1879, kõrg.tütarlastek 1880--84. "	"Koduõp  Venem-l, 1906--57 Trt-s vabakuts, EKL 1922, ENKirjL 1945; rahvakirj  1954, Austuse märk 1957. "	"Luuletaja. "	"Srn 13.III 1957 Trt-s, maet Maarja  kalm-le. "	"PmA, EBL, EAT, EE, EBLl, EEl, EAT2, ENE1, EKBL, ENE2, EKrL,  ENE2(14) Isotamm 2"
5074	5074	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"ALVER (TALVIK, LEPIK), Betti (Elisabet Vilhelmine)"	"1906-11-23"	"1989-06-19"		"ALVER (TALVIK, LEPIK), Betti (Elisabet Vilhelmine). 23.XI  1906 Ta Jõgeval. Rdt teemeister Martin A. (vt), Minna Allivere. Ae 1.  1937-- kirj Heiti Talvik (1904--47, vt), 2. 1956 kirj.teadl Mart Lepik  (vt).  Trt Puókini TG 1914--, ENKS tüt.g --1924, Tü phil 1924--29-,  5436.  Kirjanik Trt-s 1927--89; teen.kirj 1966, rahvakirj 1981. Srn  19.VI 1989 Trt-s.  EAT, EBLl, EEl, EAT2, EKBL, ENE1, AA3, EKrL,  ENE2(14)  Isotamm 2"										"ALVER (TALVIK, LEPIK), Betti (Elisabet Vilhelmine). "	"23.XI  1906 Ta Jõgeval. "	"Rdt teemeister Martin A. (vt), Minna Allivere. "		"Ae 1.  1937-- kirj Heiti Talvik (1904--47, vt), 2. 1956 kirj.teadl Mart Lepik  (vt). "		" Trt Puókini TG 1914--, ENKS tüt.g --1924, Tü phil 1924–29-. "	" Kirjanik Trt-s 1927--89; teen.kirj 1966, rahvakirj 1981. "		"Srn  19.VI 1989 Trt-s. "	" EAT, EBLl, EEl, EAT2, EKBL, ENE1, AA3, EKrL,  ENE2(14)  Isotamm 2"
514	514	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Kokla, Konstantin"	"1878-11-02"	"1946-01-11"	"preester ja õpetaja"	"KOKLA, Konstantin (ps Otto Oja). 2.XI 1878 Lä Suuremõisa v  Kuriküla Tutsil. Pops Juhan K. (1848--1935, samast), Anna Salme  (1853--1934, Pühalepa v laevakapt Jüri S.). Ae 1908 Anna Pavlova  (1888--1961, Märjamaa kaupm Georgi P., Agrippina). Nikolai (1912--83,  vt), Niina Liik (1914, ae loomaarst Kallistrat L. /vt/, vt).  Sakla k-k  --1890, Pühalepa khkk --1893, Haapsalu Nikolai kirikuk --1895.  Vallakirj abi Suuremõisas 1897--1903, Virtsu Aö köster ja khkk õp  1903--06, 1905 rahvaesind.kongr saadik, tagaotsitav, mõist surma,  varjas end, Märjamaa Aö khkk õp 1906--09, õp Riias 1909--12, Tall  Preobraõenski kir diakon 1912--13, preester Kõrgessaares 1913--15, Trt  Aleksandri kog-s 1915--19, Trt Jüri kog-s 1919--44, aset Kaareperes,  Kärsal, Lähtel, Maaritsas, Uhmardus, ül.preester 1928, Tartum abipraost  1924--27, praost 1927--44, Trt l-volik, ajak Usk ja Elu toim Trt-s  1934--41, Tall Toompea e Aö kog preester 1944--45, Tall Andrei kog-s  1945--46, aset Arukülas; Pr.  Kirjanik, ERE. Srn 11.I 1946 Tall-s, maet  Aleks.Nevski kalm-le. PmA, EAT, EAT2, EKoBL, Sõtóov 2004  Isotamm 2"	"EAT, 110-111; Post. 1857-1907, 183."	"Kurikülas Suuremõisa v. Hiiumaal"								"KOKLA, Konstantin (ps Otto Oja). "	"2.XI 1878 Lä Suuremõisa v  Kuriküla Tutsil. "	"Pops Juhan K. (1848--1935, samast), Anna Salme  (1853--1934, Pühalepa v laevakapt Jüri S.). "		"Ae 1908 Anna Pavlova  (1888--1961, Märjamaa kaupm Georgi P., Agrippina). "	"Nikolai (1912--83,  vt), Niina Liik (1914, ae loomaarst Kallistrat L. /vt/, vt). "	" Sakla k-k  --1890, Pühalepa khkk --1893, Haapsalu Nikolai kirikuk --1895. "	" Vallakirj abi Suuremõisas 1897--1903, Virtsu Aö köster ja khkk õp  1903--06, 1905 rahvaesind.kongr saadik, tagaotsitav, mõist surma,  varjas end, Märjamaa Aö khkk õp 1906--09, õp Riias 1909--12, Tall  Preobraõenski kir diakon 1912--13, preester Kõrgessaares 1913--15, Trt  Aleksandri kog-s 1915--19, Trt Jüri kog-s 1919--44, aset Kaareperes,  Kärsal, Lähtel, Maaritsas, Uhmardus, ül.preester 1928, Tartum abipraost  1924--27, praost 1927--44, Trt l-volik, ajak Usk ja Elu toim Trt-s  1934--41, Tall Toompea e Aö kog preester 1944--45, Tall Andrei kog-s  1945--46, aset Arukülas; Pr. "	" Kirjanik, ERE. "	"Srn 11.I 1946 Tall-s, maet  Aleks.Nevski kalm-le. "	"PmA, EAT, EAT2, EKoBL, Sõtóov 2004  Isotamm 2"
5168	5168	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Hansen, Anton"	"1878-01-30"	"1940-03-01"	"kirjanik, ajakirjanik, esseist, kultuurifilosoof"		"EAE-40, lk. 224; EAT, 48; Eesti kirjanike leksikon (2000), lk. 581-584."	"Tammsaare-Põhja talu Albu v. Järvamaa"	"Tallinn"	"Maetud Metsakalmistule."																
